Nom_fichier	Numero_Phrase	Segment_Annoté	Accompli	Nature	Temps	Proces
2022-Boutté_CE_Oct23.xml	153	concevoir une forme urbaine	non	crea		
2022-Boutté_CE_Oct23.xml	156	la conception urbaine puis architecturale		crea		
2022-Boutté_CE_Oct23.xml	157	faire territoire				
2022-Boutté_CE_Oct23.xml	157	faire ville				
2022-Boutté_CE_Oct23.xml	162	la construction neuve		crea		
2022-Boutté_CE_Oct23.xml	163	les bâtiments neufs	oui	crea		
2022-Boutté_CE_Oct23.xml	166	est impératif de rediriger les efforts vers l’existant				
2022-Boutté_CE_Oct23.xml	167	peut continuer à vouloir optimiser le neuf		modif		
2022-Boutté_CE_Oct23.xml	167	le neuf		crea		
2022-Boutté_CE_Oct23.xml	172	ont eu pour conséquence d’impacter la morphologie bâtie	oui	crea		
2022-Boutté_CE_Oct23.xml	172	la forme urbaine qui pouvait en résulter		crea		
2022-Boutté_CE_Oct23.xml	174	le projet de la rue Frémicourt	oui	crea		
2022-Boutté_CE_Oct23.xml	181	l’étude de l’organisation des pleins et des vides				
2022-Boutté_CE_Oct23.xml	181	a su garder une hauteur globale modérée				
2022-Boutté_CE_Oct23.xml	182	génère des formes bâties très poreuses		crea		
2022-Boutté_CE_Oct23.xml	183	une haute réversibilité	non	repr		iter
2022-Boutté_CE_Oct23.xml	186	percer un pignon ou un mitoyen		modif		
2022-Boutté_CE_Oct23.xml	186	relier deux bâtiments		crea		
2022-Boutté_CE_Oct23.xml	186	une réorganisation multiple de l’accessibilité		repr		iter
2022-Boutté_CE_Oct23.xml	186	des facteurs de mutabilité inspirants	non	modif		
2022-Boutté_CE_Oct23.xml	192	projets imaginés	non			
2022-Boutté_CE_Oct23.xml	193	concevoir des bâtiments bas carbone	non	crea		
2022-Boutté_CE_Oct23.xml	193	le cycle de vie du bâtiment				
2022-Boutté_CE_Oct23.xml	196	génèrent l’unicité matérielle et visuelle de la ville				
2022-Boutté_CE_Oct23.xml	197	Leur mise en œuvre				
2022-Boutté_CE_Oct23.xml	197	une répétitivité des dispositifs				iter
2022-Boutté_CE_Oct23.xml	197	la réintervention sur le bâti		repr		iter
2022-Boutté_CE_Oct23.xml	197	en minimisant les déconstructions		destr		
2022-Boutté_CE_Oct23.xml	198	quatorze autres villes planifiées	non			
2022-Boutté_CE_Oct23.xml	199	l’endurance du « système haussmannien »	oui	maint		
2022-Boutté_CE_Oct23.xml	199	perdurera	oui	maint	fut	
2022-Boutté_CE_Oct23.xml	199	un impact massif sur une métropole				
2022-Boutté_CE_Oct23.xml	200	sa tabula rasa		destr		
2022-Boutté_CE_Oct23.xml	200	réinventer en profondeur les bases politiques, culturelles et esthétiques de la société		repr		iter
2022-Boutté_CE_Oct23.xml	200	la fabrique haussmannienne de la ville	oui	crea		
2022-Boutté_CE_Oct23.xml	201	la fabrique actuelle de la ville	non			dur
2022-Boutté_CE_Oct23.xml	202	une autorégulation urbaine				
2022-Boutté_CE_Oct23.xml	205	les bâtiments récents	oui	crea		
2022-Boutté_CE_Oct23.xml	224	réinventer une ville de la non-hostilité		repr		iter
2022-Boutté_CE_Oct23.xml	230	organisation de la densité				
2022-Boutté_CE_Oct23.xml	230	la densification des tissus urbains		crea		
2022-Boutté_CE_Oct23.xml	230	nouveaux logements		crea		
2022-Boutté_CE_Oct23.xml	230	l’étalement urbain		crea		
2022-Boutté_CE_Oct23.xml	231	densifier		crea		
2022-Boutté_CE_Oct23.xml	233	l’actuel épaississement des bâtiments	non	modif		dur
2022-Boutté_CE_Oct23.xml	234	augmenter la compacité des bâtiments		modif		
2022-Boutté_CE_Oct23.xml	236	étudier l’option de mitoyenneté				
2022-Boutté_CE_Oct23.xml	238	avons isolé les bâtiments				
2022-Boutté_CE_Oct23.xml	238	préserver certains échanges entre bâtiments		maint		
2022-Boutté_CE_Oct23.xml	239	préservant des surfaces de contact direct		maint		
2022-Boutté_CE_Oct23.xml	240	Le nouveau bâtiment		crea		
2022-Boutté_CE_Oct23.xml	243	un grand projet d’intérêt national				
2022-Boutté_CE_Oct23.xml	246	dimensionner				
2022-Boutté_CE_Oct23.xml	248	les services écosystémiques que ces espaces pouvaient offrir à la ville				
2022-Boutté_CE_Oct23.xml	251	l’opération				
2022-Boutté_CE_Oct23.xml	252	faire acte de continuité ou de fraîcheur				
2022-Boutté_CE_Oct23.xml	252	prolonger une veine de vent irrigant les tissus denses				
2022-Boutté_CE_Oct23.xml	252	soigner un rapport au sol ou au sous-sol (nappe phréatique)	non	modif		
2022-Boutté_CE_Oct23.xml	255	aller, sur tous les territoires, vers une plus grande qualité de la construction	non	crea		
2022-Boutté_CE_Oct23.xml	257	l’amélioration du logement	non	modif		
2022-Boutté_CE_Oct23.xml	261	agir	non			
2022-Boutté_CE_Oct23.xml	261	projet urbain ou territorial	non			
2022-Boutté_CE_Oct23.xml	263	travaux réalisés	oui	crea		
2022-Boutté_CE_Oct23.xml	267	leurs travaux de réhabilitation	non	repr		iter
2022-Boutté_CE_Oct23.xml	269	les différentes méthodes de réhabilitation souhaitables	non	repr		iter
2022-Boutté_CE_Oct23.xml	273	réemploi des bâtiments existants	non	repr		iter
2022-Boutté_CE_Oct23.xml	301	l’aménagement du territoire				
2022-Boutté_CE_Oct23.xml	308	nouvelles gares tgv		crea		
2022-Boutté_CE_Oct23.xml	319	l’industrialisation de la construction				
2022-Boutté_CE_Oct23.xml	321	construire plus vite et moins cher		crea		
2022-Boutté_CE_Oct23.xml	322	aboutira aux 4 000 logements de La Courneuve	oui	crea		
2022-Boutté_CE_Oct23.xml	322	la construction d’alors	oui	crea		
2022-Boutté_CE_Oct23.xml	325	les premiers écoquartiers	oui	crea		
2022-Boutté_CE_Oct23.xml	339	une Zac en cours	non	modif		dur
2022-Boutté_CE_Oct23.xml	339	en train de transfigurer	non	modif		dur
2022-Boutté_CE_Oct23.xml	340	table rase de ce quartier	non	destr		
2022-Boutté_CE_Oct23.xml	342	le maintien du site	non	maint		
2022-Boutté_CE_Oct23.xml	344	des projets d’architecture et d’urbanisme				
2022-Boutté_CE_Oct23.xml	353	la construction neuve		crea		
2022-Boutté_CE_Oct23.xml	353	les opérations de construction et d’aménagement		crea		
2022-Boutté_CE_Oct23.xml	355	logements réhabilités		repr		iter
2022-Boutté_CE_Oct23.xml	357	la construction et de l’aménagement		crea		
2022-Boutté_CE_Oct23.xml	359	les Opérations programmées d’amélioration de l’habitat	non	modif		
2022-Boutté_CE_Oct23.xml	359	la requalification de l’habitat privé ancien	non	repr		iter
2022-Boutté_CE_Oct23.xml	360	Opérations programmées d’amélioration thermique des bâtiments	non	modif		
2022-Boutté_CE_Oct23.xml	361	les opérations de construction		crea		
2022-Boutté_CE_Oct23.xml	368	une des premières opérations de construction et de réhabilitation d’envergure		crea+modif		
2022-Boutté_CE_Oct23.xml	368	la reconstruction du lycée Gallieni	non	repr		iter
2022-Boutté_CE_Oct23.xml	371	Les projets				
2022-Boutté_CE_Oct23.xml	374	façonner				
2022-Boutté_CE_Oct23.xml	378	les opérations de construction		crea		
2022-Boutté_CE_Oct23.xml	378	déploiement opérationnel des enjeux de durabilité				
2022-Boutté_CE_Oct23.xml	381	nos projets sur la durabilité des établissements humains				
2022-Boutté_CE_Oct23.xml	383	les villes durables				
2022-Boutté_CE_Oct23.xml	384	les quartiers durables				
2022-Boutté_CE_Oct23.xml	384	des expérimentations				
2022-Boutté_CE_Oct23.xml	385	quelques opérations				
2022-Boutté_CE_Oct23.xml	386	tentons de mettre en œuvre des stratégies territoriales	non			
2022-Boutté_CE_Oct23.xml	386	les projets urbains	non			
2022-Boutté_CE_Oct23.xml	395	pari sur l’avenir	non			
2022-Boutté_CE_Oct23.xml	397	penser et faire la ville				
2022-Boutté_CE_Oct23.xml	397	l’inondabilité				
2022-Boutté_CE_Oct23.xml	398	l’action urbaine				
2022-Boutté_CE_Oct23.xml	398	s’adapter, inventer et ouvrir de nouvelles voies				
2022-Boutté_CE_Oct23.xml	399	Une première expérience à grande échelle				
2022-Boutté_CE_Oct23.xml	399	résilience urbaine				
2022-Boutté_CE_Oct23.xml	399	reconquête de secteurs de friches	non	repr		iter
2022-Boutté_CE_Oct23.xml	401	en la territorialisant				
2022-Boutté_CE_Oct23.xml	401	Grand Pari(s)	non			
2022-Boutté_CE_Oct23.xml	403	la mutation des territoires	non	modif		
2022-Boutté_CE_Oct23.xml	404	la restauration des écosystèmes naturels	non	repr		iter
2022-Boutté_CE_Oct23.xml	406	la ville nouvelle de Zenata	non	crea		
2022-Boutté_CE_Oct23.xml	407	s’adapter à leur milieu				
2022-Boutté_CE_Oct23.xml	410	Les expérimentations du sud				
2022-Boutté_CE_Oct23.xml	410	une voie nouvelle en matière d’aménagement				
2022-Boutté_CE_Oct23.xml	413	concevoir les projets actuels	non			
2022-Boutté_CE_Oct23.xml	413	le réaménagement des abords de Notre-Dame de Paris		repr		iter
2022-Boutté_CE_Oct23.xml	416	les actions à mettre en œuvre	non			
2022-Boutté_CE_Oct23.xml	416	la programmation	non			
2022-Boutté_CE_Oct23.xml	417	des opérations neuves	oui	crea		
2022-Boutté_CE_Oct23.xml	422	« résilience »				
2022-Boutté_CE_Oct23.xml	422	la façon de penser le système urbain				
2022-Boutté_CE_Oct23.xml	422	ses mutations		modif		
2022-Boutté_CE_Oct23.xml	423	rendre une ville durable	non			
2022-Boutté_CE_Oct23.xml	423	en lui donnant la capacité d’absorber des changements	non			
2022-Boutté_CE_Oct23.xml	423	en préservant sa structure	non	maint		
2022-Boutté_CE_Oct23.xml	424	adapter le fonctionnement du système urbain et de ses composantes	non	modif		
2022-Boutté_CE_Oct23.xml	424	mutations potentielles en matière d’usage, de connexion	non	modif		
2022-Boutté_CE_Oct23.xml	424	toute perturbation non planifiée	non	modif		
2022-Boutté_CE_Oct23.xml	426	conception d’un projet architectural ou urbain	non			
2022-Boutté_CE_Oct23.xml	427	l’opération projetée	non			
2022-Boutté_CE_Oct23.xml	428	mettre en œuvre les dynamiques territoriales				
2022-Boutté_CE_Oct23.xml	430	Concevoir la ville « sous contraintes »	non	crea		
2022-Boutté_CE_Oct23.xml	430	de nouvelles trajectoires urbaines	non			
2022-Boutté_CE_Oct23.xml	431	l’optimisation des morphologies urbaines de plusieurs projets	non	modif		
2022-Boutté_CE_Oct23.xml	435	La vision qui en résulte	non			
2022-Boutté_CE_Oct23.xml	436	une vision stratégique partagée de résilience et de durabilité	non			
2022-Boutté_CE_Oct23.xml	437	un projet collectif et responsable de construction d’un territoire	non	crea		
2022-Boutté_CE_Oct23.xml	439	Structurer l’urbain				
2022-Boutté_CE_Oct23.xml	439	permet de penser les implantations territoriales et urbaines				
2022-Boutté_CE_Oct23.xml	440	L’équilibre écologique des territoires				
2022-Boutté_CE_Oct23.xml	440	un réseau de « vides » à sanctuariser	non	maint		
2022-Boutté_CE_Oct23.xml	440	armature à instituer	non	crea		
2022-Boutté_CE_Oct23.xml	440	« part inconstructible »	non	abs+crea		
2022-Boutté_CE_Oct23.xml	440	implantation des constructions et des activités humaines	non	crea		
2022-Boutté_CE_Oct23.xml	444	le processus conceptuel d’un projet urbain				
2022-Boutté_CE_Oct23.xml	445	L’exercice mené sur la « rue commune »				
2022-Boutté_CE_Oct23.xml	445	imaginant la ville apaisée	non	crea		
2022-Boutté_CE_Oct23.xml	445	réaliser des territoires durables	non	crea		
2022-Boutté_CE_Oct23.xml	465	faut penser la ville	non	crea		
2022-Boutté_CE_Oct23.xml	467	doivent devenir prospectivistes, anticiper et construire des scénarios sur le futur	non			
2022-Boutté_CE_Oct23.xml	481	tisser des liens entre les différentes composantes (espaces, acteurs, temps) des organisations territoriales				
2022-Boutté_CE_Oct23.xml	483	la durabilité et de la résilience d’un territoire	non			dur
2022-Boutté_CE_Oct23.xml	484	une approche métaboliste des territoires et des systèmes urbains				
2022-Boutté_CE_Oct23.xml	484	stratégies efficaces de soutenabilité				
2022-Boutté_CE_Oct23.xml	487	perdurer	non	maint		dur
2022-Boutté_CE_Oct23.xml	487	ses propres actions correctrices				
2022-Boutté_CE_Oct23.xml	488	Durer	non	maint		dur
2022-Boutté_CE_Oct23.xml	488	se transformer	non	modif		
2022-Boutté_CE_Oct23.xml	490	la transition écologique des territoires	non	modif		
2022-Boutté_CE_Oct23.xml	492	Un projet s’installe				
2022-Boutté_CE_Oct23.xml	493	mon action				
2022-Boutté_CE_Oct23.xml	497	La restauration des écosystèmes naturels	non	repr		iter
2022-Boutté_CE_Oct23.xml	498	restaurer les cycles écologiques naturels	non	repr		
2022-Boutté_CE_Oct23.xml	498	se jouent				
2022-Boutté_CE_Oct23.xml	498	ont pu être altérés par des décisions malheureuses		modif		
2022-Boutté_CE_Oct23.xml	499	les interventions humaines				
2022-Boutté_CE_Oct23.xml	499	en posant des limites et des frontières		crea		
2022-Boutté_CE_Oct23.xml	499	en définissant des parcelles		crea		
2022-Boutté_CE_Oct23.xml	499	en érigeant des murs		crea		
2022-Boutté_CE_Oct23.xml	499	créent de la rupture et de la discontinuité		crea		
2022-Boutté_CE_Oct23.xml	500	notre action				
2022-Boutté_CE_Oct23.xml	500	déconstruire la séparation		destr		
2022-Boutté_CE_Oct23.xml	500	créer des non-discontinuités		crea		
2022-Boutté_CE_Oct23.xml	501	seraient à restaurer	non	repr		iter
2022-Boutté_CE_Oct23.xml	501	faire le projet avec le vivant				
2022-Boutté_CE_Oct23.xml	502	laisser une place pour se développer				
2022-Boutté_CE_Oct23.xml	503	s’installent essentiellement				
2022-Boutté_CE_Oct23.xml	503	qualifions les vides	non			
2022-Boutté_CE_Oct23.xml	503	pensons-les comme armature écologique et inconstructible				
2022-Boutté_CE_Oct23.xml	510	la ville de demain	non			
2022-Boutté_CE_Oct23.xml	512	les projets d’aménagement		crea		
2022-Boutté_CE_Oct23.xml	514	intervenant sur les propriétés physiques des tissus urbains				
2022-Boutté_CE_Oct23.xml	516	nos actions sur le milieu physique				
2022-Boutté_CE_Oct23.xml	516	leur capacité inductive et régénérative	non			dur
2022-Boutté_CE_Oct23.xml	516	la transition du territoire hôte	non	modif		
2022-Boutté_CE_Oct23.xml	517	Les opérations d’aménagement	non	crea		
2022-Boutté_CE_Oct23.xml	520	l’action urbaine				
2022-Boutté_CE_Oct23.xml	522	Une première expérience à la grande échelle	oui			
2022-Boutté_CE_Oct23.xml	526	les opérations				
2022-Boutté_CE_Oct23.xml	528	le projet Avenir Gambetta	non			
2022-Boutté_CE_Oct23.xml	529	l’inondabilité	non			
2022-Boutté_CE_Oct23.xml	530	la transformation du territoire		modif		
2022-Boutté_CE_Oct23.xml	530	constructibilités	non	crea		
2022-Boutté_CE_Oct23.xml	530	renaturation	non	repr		iter
2022-Boutté_CE_Oct23.xml	535	reconquête de ces secteurs en friche	non	repr		iter
2022-Boutté_CE_Oct23.xml	535	« faire ville »	non			
2022-Boutté_CE_Oct23.xml	535	édifier jusqu’à 1 million de m2	non	crea		
2022-Boutté_CE_Oct23.xml	536	faire ville				
2022-Boutté_CE_Oct23.xml	538	les opérations d’aménagement		crea		
2022-Boutté_CE_Oct23.xml	539	l’une des plus grosses opérations d’aménagement		crea		
2022-Boutté_CE_Oct23.xml	550	Dessiner la ville	non	crea		
2022-Boutté_CE_Oct23.xml	558	une vision stratégique pour l’ensemble du site	non			
2022-Boutté_CE_Oct23.xml	559	le rétablissement d’une continuité urbaine entre Bercy et Charenton	non	repr		iter
2022-Boutté_CE_Oct23.xml	560	transformer un paysage industriel	non	modif		
2022-Boutté_CE_Oct23.xml	560	reconquérir un territoire contraint par des infrastructures ferroviaires et industrielles	non	repr		iter
2022-Boutté_CE_Oct23.xml	560	un quartier durable				
2022-Boutté_CE_Oct23.xml	561	accueillir un programme mixte d’un million de mètres carrés	non	crea		
2022-Boutté_CE_Oct23.xml	562	retisser des liens durables entre Paris et sa périphérie	non	repr		iter
2022-Boutté_CE_Oct23.xml	567	futur quartier de Bercy-Charenton	non			
2022-Boutté_CE_Oct23.xml	570	développer des formes urbaines particulières et des constructions spécifiques		crea		
2022-Boutté_CE_Oct23.xml	570	créent leur propre « sol »		crea		
2022-Boutté_CE_Oct23.xml	574	la transformation du quartier		modif		
2022-Boutté_CE_Oct23.xml	575	les visions urbaines	non			
2022-Boutté_CE_Oct23.xml	575	sa réalisation	non			
2022-Boutté_CE_Oct23.xml	577	Grand Pari(s)	non			
2022-Boutté_CE_Oct23.xml	578	devenir d’un territoire aussi vaste	non			
2022-Boutté_CE_Oct23.xml	578	tenter de donner forme à la métropole	non			
2022-Boutté_CE_Oct23.xml	580	l’aménagement		crea		
2022-Boutté_CE_Oct23.xml	580	la construction		crea		
2022-Boutté_CE_Oct23.xml	581	la transformation du territoire		modif		
2022-Boutté_CE_Oct23.xml	583	la conception	non	crea		
2022-Boutté_CE_Oct23.xml	585	le projet d’aménagement de Maine-Montparnasse	non	crea		
2022-Boutté_CE_Oct23.xml	585	la restauration des écosystèmes naturels	non	repr		iter
2022-Boutté_CE_Oct23.xml	586	le Grand Pari(s)	non			
2022-Boutté_CE_Oct23.xml	586	devenir d’une métropole	non			
2022-Boutté_CE_Oct23.xml	588	planification urbaine et territoriale	oui			
2022-Boutté_CE_Oct23.xml	588	dessiner une métropole complète	non	crea		
2022-Boutté_CE_Oct23.xml	590	transformation du Grand Pari(s)	non	modif		
2022-Boutté_CE_Oct23.xml	590	la durabilité du territoire				
2022-Boutté_CE_Oct23.xml	592	expansion de Paris		crea		
2022-Boutté_CE_Oct23.xml	592	l’hyper-compactification et de l’hyper-densification de la ville-centre de la métropole	non	crea		
2022-Boutté_CE_Oct23.xml	593	projet « Avenir Gambetta »				
2022-Boutté_CE_Oct23.xml	593	le projet	non			
2022-Boutté_CE_Oct23.xml	595	potentialités du territoire	non			
2022-Boutté_CE_Oct23.xml	595	développement soutenable				
2022-Boutté_CE_Oct23.xml	599	des visions urbaines parfois opposées	non			
2022-Boutté_CE_Oct23.xml	599	l’avancée du projet global	non			
2022-Boutté_CE_Oct23.xml	607	la ville nouvelle de Zenata	non	crea		
2022-Boutté_CE_Oct23.xml	608	travailler sur des territoires du Sud de la Méditerranée, d’Afrique du Nord et du Moyen-Orient				
2022-Boutté_CE_Oct23.xml	609	initie le processus d’un quartier façonné par la géométrie solaire, l’ombre et la brise	non			inch
2022-Boutté_CE_Oct23.xml	609	une ville dessinée par les vents marins				
2022-Boutté_CE_Oct23.xml	610	Son implantation	oui	crea		
2022-Boutté_CE_Oct23.xml	610	la création d’oasis rafraîchissantes	oui	crea		
2022-Boutté_CE_Oct23.xml	611	la végétalisation				
2022-Boutté_CE_Oct23.xml	612	s’adapter à leur milieu				
2022-Boutté_CE_Oct23.xml	614	villes nouvelles décidées	non	crea		
2022-Boutté_CE_Oct23.xml	614	désengorger les villes existantes				
2022-Boutté_CE_Oct23.xml	615	la future cité	non			
2022-Boutté_CE_Oct23.xml	616	fondation de la ville	non	crea		
