Nom_fichier	Numéro_Phrase	Dynamique	Segment_Annoté	Type
2022-Boutté_CE_Oct23.xml	43	la transition des territoires	territoires	obj
2022-Boutté_CE_Oct23.xml	45	avons fait émerger le premier projet en structure bois	à Bordeaux	loc
2022-Boutté_CE_Oct23.xml	55	une vision de territoire	territoire	obj
2022-Boutté_CE_Oct23.xml	56	densifier certains territoires	certains territoires	obj
2022-Boutté_CE_Oct23.xml	69	conception d’un bâtiment	un bâtiment	obj
2022-Boutté_CE_Oct23.xml	73	production du territoire	territoire	obj
2022-Boutté_CE_Oct23.xml	85	les morphologies bâties	les morphologies	obj
2022-Boutté_CE_Oct23.xml	88	la transformation du territoire	territoire	obj
2022-Boutté_CE_Oct23.xml	89	le projet de territoire	territoire	obj
2022-Boutté_CE_Oct23.xml	97	l’extension du réseau de chaleur	réseau de chaleur	obj
2022-Boutté_CE_Oct23.xml	97	l’extension du réseau de chaleur	à Bordeaux-Euratlantique	loc
2022-Boutté_CE_Oct23.xml	109	appauvrit nécessairement la forme urbaine	la forme urbaine	obj
2022-Boutté_CE_Oct23.xml	111	la production générique du logement	logement	obj
2022-Boutté_CE_Oct23.xml	111	la production générique du logement	sur les territoires dont ils ont la charge	loc
2022-Boutté_CE_Oct23.xml	120	l’épaisseur réduite des bâtiments	à Bordeaux	loc
2022-Boutté_CE_Oct23.xml	120	l’épaisseur réduite des bâtiments	des bâtiments	obj
2022-Boutté_CE_Oct23.xml	120	la généralisation des typologies traversantes	des typologies traversantes	obj
2022-Boutté_CE_Oct23.xml	126	nos actes sur les territoires	les territoires	obj
2022-Boutté_CE_Oct23.xml	127	intervenez-vous sur les tracés urbains et la forme architecturale	les tracés urbains	obj
2022-Boutté_CE_Oct23.xml	127	intervenez-vous sur les tracés urbains et la forme architecturale	la forme architecturale	obj
2022-Boutté_CE_Oct23.xml	131	pouvaient largement intervenir dans la qualité spatiale de leurs projets	la qualité spatiale de leurs projets	obj
2022-Boutté_CE_Oct23.xml	151	la préfiguration du projet Euratlantique	Euratlantique	obj
2022-Boutté_CE_Oct23.xml	152	figer lors du concours une forme urbaine et des espaces publics	une forme urbaine	obj
2022-Boutté_CE_Oct23.xml	152	figer lors du concours une forme urbaine et des espaces publics	des espaces publics	obj
2022-Boutté_CE_Oct23.xml	153	concevoir une forme urbaine	une forme urbaine	obj
2022-Boutté_CE_Oct23.xml	157	faire ville	territoire	obj
2022-Boutté_CE_Oct23.xml	157	faire ville	ville	obj
2022-Boutté_CE_Oct23.xml	163	les bâtiments neufs	les bâtiments	obj
2022-Boutté_CE_Oct23.xml	166	est impératif de rediriger les efforts vers l’existant	l’existant	obj
2022-Boutté_CE_Oct23.xml	167	peut continuer à vouloir optimiser le neuf	le neuf	obj
2022-Boutté_CE_Oct23.xml	172	ont eu pour conséquence d’impacter la morphologie bâtie	la morphologie bâtie	obj
2022-Boutté_CE_Oct23.xml	172	la forme urbaine qui pouvait en résulter	la forme urbaine	obj
2022-Boutté_CE_Oct23.xml	174	le projet de la rue Frémicourt	la rue Frémicourt	obj
2022-Boutté_CE_Oct23.xml	174	le projet de la rue Frémicourt	dans le 13e arrondissement de Paris	loc
2022-Boutté_CE_Oct23.xml	181	l’étude de l’organisation des pleins et des vides	À l’échelle des îlots	loc
2022-Boutté_CE_Oct23.xml	181	l’étude de l’organisation des pleins et des vides	pleins	obj
2022-Boutté_CE_Oct23.xml	181	l’étude de l’organisation des pleins et des vides	vides	obj
2022-Boutté_CE_Oct23.xml	181	a su garder une hauteur globale modérée	une ville	obj
2022-Boutté_CE_Oct23.xml	182	génère des formes bâties très poreuses	des formes bâties très poreuses	loc
2022-Boutté_CE_Oct23.xml	183	une haute réversibilité	les immeubles	obj
2022-Boutté_CE_Oct23.xml	186	percer un pignon ou un mitoyen	un pignon	obj
2022-Boutté_CE_Oct23.xml	186	percer un pignon ou un mitoyen	un mitoyen	obj
2022-Boutté_CE_Oct23.xml	186	relier deux bâtiments	deux bâtiments	obj
2022-Boutté_CE_Oct23.xml	186	des facteurs de mutabilité inspirants	les nouveaux tissus urbains	obj
2022-Boutté_CE_Oct23.xml	193	concevoir des bâtiments bas carbone	des bâtiments bas carbone	obj
2022-Boutté_CE_Oct23.xml	193	le cycle de vie du bâtiment	bâtiment	obj
2022-Boutté_CE_Oct23.xml	196	génèrent l’unicité matérielle et visuelle de la ville	la ville	obj
2022-Boutté_CE_Oct23.xml	197	la réintervention sur le bâti	le bâti	obj
2022-Boutté_CE_Oct23.xml	198	quatorze autres villes planifiées	quatorze autres villes	obj
2022-Boutté_CE_Oct23.xml	199	l’endurance du « système haussmannien »	« système haussmannien »	obj
2022-Boutté_CE_Oct23.xml	199	perdurera	« système haussmannien »	obj
2022-Boutté_CE_Oct23.xml	199	un impact massif sur une métropole	une métropole	obj
2022-Boutté_CE_Oct23.xml	200	la fabrique haussmannienne de la ville	la ville	obj
2022-Boutté_CE_Oct23.xml	201	la fabrique actuelle de la ville	la ville	obj
2022-Boutté_CE_Oct23.xml	205	les bâtiments récents	les bâtiments	obj
2022-Boutté_CE_Oct23.xml	224	réinventer une ville de la non-hostilité	une ville de la non-hostilité	obj
2022-Boutté_CE_Oct23.xml	230	la densification des tissus urbains	des tissus urbains	obj
2022-Boutté_CE_Oct23.xml	230	nouveaux logements	logements	obj
2022-Boutté_CE_Oct23.xml	233	l’actuel épaississement des bâtiments	des bâtiments	obj
2022-Boutté_CE_Oct23.xml	234	augmenter la compacité des bâtiments	des bâtiments	obj
2022-Boutté_CE_Oct23.xml	238	avons isolé les bâtiments	le siège de l’association de la Mie de Pain	loc
2022-Boutté_CE_Oct23.xml	238	avons isolé les bâtiments	dans le 13e arrondissement parisien	loc
2022-Boutté_CE_Oct23.xml	238	avons isolé les bâtiments	les bâtiments	obj
2022-Boutté_CE_Oct23.xml	239	préservant des surfaces de contact direct	des surfaces de contact direct	obj
2022-Boutté_CE_Oct23.xml	240	Le nouveau bâtiment	bâtiment	obj
2022-Boutté_CE_Oct23.xml	246	dimensionner	un espace de nature minimum	loc
2022-Boutté_CE_Oct23.xml	248	les services écosystémiques que ces espaces pouvaient offrir à la ville	à la ville	loc
2022-Boutté_CE_Oct23.xml	252	prolonger une veine de vent irrigant les tissus denses	une veine de vent irrigant les tissus denses	obj
2022-Boutté_CE_Oct23.xml	252	soigner un rapport au sol ou au sous-sol (nappe phréatique)	sol	obj
2022-Boutté_CE_Oct23.xml	252	soigner un rapport au sol ou au sous-sol (nappe phréatique)	sous-sol	obj
2022-Boutté_CE_Oct23.xml	252	soigner un rapport au sol ou au sous-sol (nappe phréatique)	nappe phréatique	obj
2022-Boutté_CE_Oct23.xml	255	aller, sur tous les territoires, vers une plus grande qualité de la construction	sur tous les territoires	loc
2022-Boutté_CE_Oct23.xml	257	l’amélioration du logement	du logement	obj
2022-Boutté_CE_Oct23.xml	261	agir	dans les territoires diffus	loc
2022-Boutté_CE_Oct23.xml	273	réemploi des bâtiments existants	des bâtiments existants	obj
2022-Boutté_CE_Oct23.xml	301	l’aménagement du territoire	territoire	obj
2022-Boutté_CE_Oct23.xml	308	nouvelles gares tgv	gares tgv	obj
2022-Boutté_CE_Oct23.xml	322	aboutira aux 4 000 logements de La Courneuve	4 000 logements	obj
2022-Boutté_CE_Oct23.xml	322	aboutira aux 4 000 logements de La Courneuve	La Courneuve	loc
2022-Boutté_CE_Oct23.xml	322	la construction d’alors	en Union soviétique	loc
2022-Boutté_CE_Oct23.xml	325	les premiers écoquartiers	écoquartiers	obj
2022-Boutté_CE_Oct23.xml	339	en train de transfigurer	un quartier parisien	obj
2022-Boutté_CE_Oct23.xml	339	en train de transfigurer	place de la Réunion	obj
2022-Boutté_CE_Oct23.xml	339	une Zac en cours	une Zac	obj
2022-Boutté_CE_Oct23.xml	340	table rase de ce quartier	ce quartier	obj
2022-Boutté_CE_Oct23.xml	342	le maintien du site	site	obj
2022-Boutté_CE_Oct23.xml	355	logements réhabilités	logements	obj
2022-Boutté_CE_Oct23.xml	359	les Opérations programmées d’amélioration de l’habitat	l’habitat	obj
2022-Boutté_CE_Oct23.xml	359	la requalification de l’habitat privé ancien	l’habitat privé ancien	obj
2022-Boutté_CE_Oct23.xml	360	Opérations programmées d’amélioration thermique des bâtiments	bâtiments	obj
2022-Boutté_CE_Oct23.xml	368	la reconstruction du lycée Gallieni	lycée Gallieni	obj
2022-Boutté_CE_Oct23.xml	371	Les projets	en terre toulousaine	loc
2022-Boutté_CE_Oct23.xml	371	Les projets	en région parisienne	loc
2022-Boutté_CE_Oct23.xml	374	façonner	son environnement	obj
2022-Boutté_CE_Oct23.xml	378	déploiement opérationnel des enjeux de durabilité	à l’échelle urbaine et territoriale	loc
2022-Boutté_CE_Oct23.xml	381	nos projets sur la durabilité des établissements humains	établissements humains	obj
2022-Boutté_CE_Oct23.xml	383	les villes durables	durables	obj
2022-Boutté_CE_Oct23.xml	384	les quartiers durables	durables	obj
2022-Boutté_CE_Oct23.xml	384	des expérimentations	dans les pays du Nord	loc
2022-Boutté_CE_Oct23.xml	385	quelques opérations	la Caserne de Bonne	obj
2022-Boutté_CE_Oct23.xml	385	quelques opérations	à Grenoble	loc
2022-Boutté_CE_Oct23.xml	397	penser et faire la ville	la ville	obj
2022-Boutté_CE_Oct23.xml	399	Une première expérience à grande échelle	sur le territoire d’Avenir Gambetta	loc
2022-Boutté_CE_Oct23.xml	399	Une première expérience à grande échelle	à Ivry	loc
2022-Boutté_CE_Oct23.xml	399	reconquête de secteurs de friches	le quartier parisien de Bercy-Charenton	loc
2022-Boutté_CE_Oct23.xml	399	reconquête de secteurs de friches	de secteurs de friches	obj
2022-Boutté_CE_Oct23.xml	403	la mutation des territoires	des territoires	obj
2022-Boutté_CE_Oct23.xml	404	la restauration des écosystèmes naturels	des écosystèmes naturels	obj
2022-Boutté_CE_Oct23.xml	406	la ville nouvelle de Zenata	la ville	obj
2022-Boutté_CE_Oct23.xml	406	la ville nouvelle de Zenata	Zenata	loc
2022-Boutté_CE_Oct23.xml	407	s’adapter à leur milieu	leur milieu	obj
2022-Boutté_CE_Oct23.xml	410	Les expérimentations du sud	du sud	loc
2022-Boutté_CE_Oct23.xml	413	le réaménagement des abords de Notre-Dame de Paris	des abords de Notre-Dame de Paris	obj
2022-Boutté_CE_Oct23.xml	422	« résilience »	le système urbain	obj
2022-Boutté_CE_Oct23.xml	422	la façon de penser le système urbain	le système urbain	obj
2022-Boutté_CE_Oct23.xml	422	ses mutations	le système urbain	obj
2022-Boutté_CE_Oct23.xml	423	rendre une ville durable	une ville	obj
2022-Boutté_CE_Oct23.xml	423	en lui donnant la capacité d’absorber des changements	une ville	obj
2022-Boutté_CE_Oct23.xml	423	en préservant sa structure	une ville	obj
2022-Boutté_CE_Oct23.xml	424	adapter le fonctionnement du système urbain et de ses composantes	le fonctionnement du système urbain et de ses composantes	obj
2022-Boutté_CE_Oct23.xml	427	l’opération projetée	le territoire	loc
2022-Boutté_CE_Oct23.xml	430	Concevoir la ville « sous contraintes »	la ville « sous contraintes »	obj
2022-Boutté_CE_Oct23.xml	431	l’optimisation des morphologies urbaines de plusieurs projets	plusieurs projets	obj
2022-Boutté_CE_Oct23.xml	437	un projet collectif et responsable de construction d’un territoire	un territoire	obj
2022-Boutté_CE_Oct23.xml	439	Structurer l’urbain	l’urbain	obj
2022-Boutté_CE_Oct23.xml	439	Structurer l’urbain	autour de la nature, de l’agriculture, de l’ombre, de l’arborescence aéraulique	loc
2022-Boutté_CE_Oct23.xml	439	permet de penser les implantations territoriales et urbaines	les implantations territoriales et urbaines	obj
2022-Boutté_CE_Oct23.xml	439	permet de penser les implantations territoriales et urbaines	autour d’un réseau de « vides » façonné par les éléments naturels	loc
2022-Boutté_CE_Oct23.xml	440	L’équilibre écologique des territoires	territoires	obj
2022-Boutté_CE_Oct23.xml	440	un réseau de « vides » à sanctuariser	un réseau de « vides »	obj
2022-Boutté_CE_Oct23.xml	440	armature à instituer	armature	obj
2022-Boutté_CE_Oct23.xml	440	« part inconstructible »	part	obj
2022-Boutté_CE_Oct23.xml	440	« part inconstructible »	des territoires	loc
2022-Boutté_CE_Oct23.xml	440	implantation des constructions et des activités humaines	les lieux acceptables	loc
2022-Boutté_CE_Oct23.xml	440	implantation des constructions et des activités humaines	constructions et des activités humaines	obj
2022-Boutté_CE_Oct23.xml	445	L’exercice mené sur la « rue commune »	la « rue commune »	obj
2022-Boutté_CE_Oct23.xml	445	imaginant la ville apaisée	la ville apaisée	obj
2022-Boutté_CE_Oct23.xml	445	réaliser des territoires durables	territoires durables	obj
2022-Boutté_CE_Oct23.xml	465	faut penser la ville	la ville	obj
2022-Boutté_CE_Oct23.xml	483	la durabilité et de la résilience d’un territoire	un territoire	obj
2022-Boutté_CE_Oct23.xml	484	une approche métaboliste des territoires et des systèmes urbains	territoires	obj
2022-Boutté_CE_Oct23.xml	484	une approche métaboliste des territoires et des systèmes urbains	systèmes urbains	obj
2022-Boutté_CE_Oct23.xml	487	perdurer	Un système	obj
2022-Boutté_CE_Oct23.xml	487	ses propres actions correctrices	Un système	obj
2022-Boutté_CE_Oct23.xml	490	la transition écologique des territoires	territoires	obj
2022-Boutté_CE_Oct23.xml	492	Un projet s’installe	dans un territoire physique et humain, un milieu	loc
2022-Boutté_CE_Oct23.xml	497	La restauration des écosystèmes naturels	écosystèmes naturels	obj
2022-Boutté_CE_Oct23.xml	498	restaurer les cycles écologiques naturels	sur un territoire	loc
2022-Boutté_CE_Oct23.xml	498	se jouent	sur un territoire	loc
2022-Boutté_CE_Oct23.xml	499	en posant des limites et des frontières	des limites et des frontières	obj
2022-Boutté_CE_Oct23.xml	499	en définissant des parcelles	des parcelles	obj
2022-Boutté_CE_Oct23.xml	499	en érigeant des murs	des murs	obj
2022-Boutté_CE_Oct23.xml	501	seraient à restaurer	Des écosystèmes	obj
2022-Boutté_CE_Oct23.xml	503	s’installent essentiellement	le vivant et les phénomènes environnementaux	obj
2022-Boutté_CE_Oct23.xml	503	s’installent essentiellement	dans les vides et non pas dans les pleins	loc
2022-Boutté_CE_Oct23.xml	503	qualifions les vides	les vides	obj
2022-Boutté_CE_Oct23.xml	503	pensons-les comme armature écologique et inconstructible	les vides	obj
2022-Boutté_CE_Oct23.xml	503	pensons-les comme armature écologique et inconstructible	du territoire	loc
2022-Boutté_CE_Oct23.xml	510	la ville de demain	la ville	obj
2022-Boutté_CE_Oct23.xml	514	intervenant sur les propriétés physiques des tissus urbains	sur les propriétés physiques des tissus urbains	obj
2022-Boutté_CE_Oct23.xml	516	nos actions sur le milieu physique	le milieu physique	obj
2022-Boutté_CE_Oct23.xml	516	leur capacité inductive et régénérative	sur le territoire	obj
2022-Boutté_CE_Oct23.xml	516	la transition du territoire hôte	territoire hôte	obj
2022-Boutté_CE_Oct23.xml	522	Une première expérience à la grande échelle	sur le territoire d’Avenir Gambetta à Ivry	loc
2022-Boutté_CE_Oct23.xml	528	le projet Avenir Gambetta	Avenir Gambetta	obj
2022-Boutté_CE_Oct23.xml	530	la transformation du territoire	territoire	obj
2022-Boutté_CE_Oct23.xml	535	reconquête de ces secteurs en friche	ces secteurs en friche	obj
2022-Boutté_CE_Oct23.xml	535	« faire ville »	ville	obj
2022-Boutté_CE_Oct23.xml	535	« faire ville »	sur un secteur profondément marqué par les infrastructures lourdes et la logistique	loc
2022-Boutté_CE_Oct23.xml	535	édifier jusqu’à 1 million de m2	jusqu’à 1 million de m2	obj
2022-Boutté_CE_Oct23.xml	536	faire ville	ville	obj
2022-Boutté_CE_Oct23.xml	539	l’une des plus grosses opérations d’aménagement	de la région parisienne	loc
2022-Boutté_CE_Oct23.xml	539	l’une des plus grosses opérations d’aménagement	le secteur Avenir Gambetta	obj
2022-Boutté_CE_Oct23.xml	539	l’une des plus grosses opérations d’aménagement	Ivry Confluences	obj
2022-Boutté_CE_Oct23.xml	539	l’une des plus grosses opérations d’aménagement	à Ivry-sur-Seine	loc
2022-Boutté_CE_Oct23.xml	550	Dessiner la ville	la ville	obj
2022-Boutté_CE_Oct23.xml	558	une vision stratégique pour l’ensemble du site	l’ensemble du site	obj
2022-Boutté_CE_Oct23.xml	559	le rétablissement d’une continuité urbaine entre Bercy et Charenton	entre Bercy et Charenton	loc
2022-Boutté_CE_Oct23.xml	560	transformer un paysage industriel	un paysage industriel	obj
2022-Boutté_CE_Oct23.xml	560	reconquérir un territoire contraint par des infrastructures ferroviaires et industrielles	un territoire contraint par des infrastructures ferroviaires et industrielles	obj
2022-Boutté_CE_Oct23.xml	560	un quartier durable	un quartier	obj
2022-Boutté_CE_Oct23.xml	561	accueillir un programme mixte d’un million de mètres carrés	un programme mixte d’un million de mètres carrés	obj
2022-Boutté_CE_Oct23.xml	562	retisser des liens durables entre Paris et sa périphérie	Paris	obj
2022-Boutté_CE_Oct23.xml	562	retisser des liens durables entre Paris et sa périphérie	sa périphérie	obj
2022-Boutté_CE_Oct23.xml	567	futur quartier de Bercy-Charenton	quartier de Bercy-Charenton	obj
2022-Boutté_CE_Oct23.xml	570	développer des formes urbaines particulières et des constructions spécifiques	des formes urbaines particulières	obj
2022-Boutté_CE_Oct23.xml	570	développer des formes urbaines particulières et des constructions spécifiques	des constructions spécifiques	obj
2022-Boutté_CE_Oct23.xml	570	créent leur propre « sol »	leur propre « sol »	obj
